id,year,bbl,organization_name,dbn,short_dbn,project_title,project_type,organization_address,requested_amt,requested_amt_c,funding,funding_c,lat,lng,CounDist,BoroCD
100,2014,1011260046,P.S. 183 Robert L. Stevenson,02M183,M183,Mobile Mac Laptop Classroom Integration,Public School,419 West 66th Street,"* 284,318.00",284318,150000,150000,40.77793,-73.97622,6,107
204,2015,1011290029,New York Historical Society,,,Center for Women's History,Cultural Organization,170 Central Park West,,,"$150,000*",150000,40.77927,-73.97374,6,107
351,2016,1011290029,New York Historical Society,,,Exhibition Construction,Cultural Organization,170 Central Park West,,,50000,50000,40.77927,-73.97374,6,107
531,2017,1011290029,New York Historical Society,,,Museum Education Technology Center,Cultural Organization,"170 Central Park West, New York, NY 10024",,,100000,100000,40.77927,-73.97374,6,107
770,2018,1011290029,New York Historical Society,,,The Citizenship Project Gallery,Cultural Organization,170 Central Park West,,,250000,250000,40.77927,-73.97374,6,107
1324,2020,1011290029,New-York Historical Society,,,Annex Construction,Cultural Organization,"170 Central Park West New York, NY 10024",,,"$200,000",200000,40.7793,-73.97427,6,107
2,2014,1011300001,American Museum of Natural History,,,Historic Skylights and Dormers Project,Cultural Organization,200 Central Park West,"* 750,000.00",750000,500000,500000,40.78131,-73.97225,6,107
265,2016,1011300001,American Museum of Natural History,,,"Construction of Richard Gilder Center for Science, Education, and Innovation",Cultural Organization,200 Central Park West,,,500000,500000,40.78131,-73.97225,6,107
459,2017,1011300001,American Museum of Natural History,,,Gilder Ctr for Science Edu. & Innovation,Cultural Organization,"200 Central Park West, New York, NY 10024",,,250000,250000,40.78131,-73.97225,6,107
645,2018,1011300001,American Museum of Natural History,,,The Richard Gilder Center,Cultural Organization,"AMNH 200 Central
Park West, 10024",,,250000,250000,40.78131,-73.97225,6,107
1220,2020,1011300001,American Museum of Natural History,,,AMNH Facility Upgrade,Cultural Organization,"200 Central Park West
New York, NY 10024",,,"$100,000",100000,40.78136,-73.97406,6,107
961,2019,1011320020,Elaine Kaufman Cultural Center/Lucy Moses School for Music and Dance,,,Infrastructure Needs,Cultural Organization,"129 W.67th Street New York, NY 10023",,,"$145,000",145000,40.77102,-73.98514,3,107
71,2014,1011340001,"Metropolitan Opera Association, Inc.",,,Phase II of Roof replacement Project,Cultural Organization,30 Lincoln Center,"* 250,000.00",250000,250000,250000,40.77203,-73.98275,6,107
21,2014,1011340005,"City Center of Music and Drama, Inc.",,,Concourse Renovation,Cultural Organization,"20 Lincoln Center Plaza, 4th Floor",500000,500000,0,0,40.77141,-73.9832,6,107
470,2017,1011340005,"City Center of Music and Drama, Inc.",,,Energy Efficiency and Theater Upgrades,Cultural Organization,"20 Lincoln Center, New York, NY 10023",,,100000,100000,40.77141,-73.9832,6,107
277,2016,1011340005,"City Center of Music and Drama, Inc. (Koch Theater)",,,Studio Refurbishment,Cultural Organization,20 Lincoln Center,,,100000,100000,40.77141,-73.9832,6,107
1044,2019,1011340005,"New York City Ballet, Inc.",,,Roof Replacement,Cultural Organization,"20 Lincoln Center New York, NY 10023",,,"$50,000",50000,40.77179,-73.98377,6,107
1043,2019,1011340005,"New York City Ballet, Inc.",,,Roof Replacement,Cultural Organization,"20 Lincoln Center 
New York, NY 10023",,,"$50,000",50000,40.77179,-73.98377,6,107
332,2016,1011340010,Lincoln Center for the Performing Arts,,,"Guggenheim Bandshell Upgrade
Project",Cultural Organization,155 West 62nd Street,,,100000,100000,40.77174,-73.98492,6,107
1445,2020,1011340025,"The Vivian Beaumont Theater, Inc.",,,Replacement of HVAC Controls,Cultural Organization,"150 West 65th Street New York, NY 10023",,,"$100,000",100000,40.77354,-73.9845,6,107
451,2016,1011340025,Vivian Beaumont Theater,,,"FIRE-ALARM SYSTEM UPGRADE/ADA
RENOVATION",Cultural Organization,150 West 65th Street,,,300000,300000,40.77362,-73.98362,6,107
345,2016,1011377501,Metropolitan Opera Guild,,,Opera Learning Center Sound System,Cultural Organization,"70 Lincoln Center Plaza,6th Floor",,,65000,65000,40.77363,-73.98359,6,107
293,2016,1011390008,Elaine Kaufman Cultural Center/Lucy Moses School for Music and Dance,,,Infrastructure FY16,Cultural Organization,129 West 67th Street,,,150000,150000,40.77492,-73.98275,6,107
486,2017,1011390008,Elaine Kaufman Cultural Center/Lucy Moses School for Music and Dance,,,Infrastructure FY17,Cultural Organization,"129 West 67th Street, New York, NY 10023",,,100000,100000,40.77492,-73.98275,6,107
692,2018,1011390008,Elaine Kaufman Cultural Center/Lucy Moses School for Music and Dance,,,Infrastructure FY18,Cultural Organization,"129 West 67th
Street, 10023",,,235000,235000,40.77492,-73.98275,6,107
962,2019,1011390008,Elaine Kaufman Cultural Center/Lucy Moses School for Music and Dance,,,Infrastructure FY19,Cultural Organization,"129 West 67th Street New York, NY 10023",,,"$145,000",145000,40.77527,-73.98299,6,107
107,2014,1011390008,P.S. 859 Special Music School,03M859,M859,School Expansion - Sound Installation Rooms,Public School,129 West 67th Street,"* 329,220.58",329221,165000,165000,40.77522,-73.98301,6,107
389,2016,1011390008,P.S. 859 Special Music School,03M859,M859,Practice Room Construction,Public School,"129 W 67th St, New York, NY 10023",,,75000,75000,40.77492,-73.98275,6,107
1389,2020,1011390008,P.S. 859 Special Music School,03M859,M859,Technology Upgrade,Public School,"129 West 67th Street 
New York, NY10023",,,"$75,000",75000,40.77527,-73.98299,6,107
1305,2020,1011410044,Matthew P. Sapolin Playground,,,Replacement of Play Equipment,Park,"West 70th Street New York, NY 10023",,,"$55,000",55000,40.77638,-73.98093,6,107
192,2015,1011480014,M.S. M245 The Computer School,03M245,M245,Greenhouse Project,Public School,"100 West 77th Street, New York, NY 10023",,,"$100,000",100000,40.78082,-73.97686,6,107
340,2016,1011480014,M.S. M245 The Computer School,03M245,M245,Technology Upgrades,Public School,"100 W 77th St, New York, NY 10023",,,80000,80000,40.78082,-73.97686,6,107
747,2018,1011480014,M.S. M245 The Computer School,03M245,M245,Bathroom Renovation,Public School,"100 W. 77th Street, New York, NY 10024",,,90000,90000,40.78082,-73.97686,6,107
1301,2020,1011480014,M.S. M245 The Computer School,03M245,M245,Technology Upgrade,Public School,"100 West 77th Street 
New York, NY 10024",,,"$75,000",75000,40.78089,-73.97819,6,107
231,2015,1011480014,PS 334 The Anderson School,03M334,M334,Technology Upgrade,Public School,"100 West 77th Street, New York, NY 10023",,,"$60,000",60000,40.78082,-73.97686,6,107
399,2016,1011480014,PS 334 The Anderson School,03M334,M334,Technology Upgrades,Public School,"100 W 77th St, New York, NY 10024",,,100000,100000,40.78082,-73.97686,6,107
840,2018,1011480014,PS 334 The Anderson School,03M334,M334,Classroom Closets Upgrades,Public School,"100 West 77th Street, New York, NY 10024",,,100000,100000,40.78082,-73.97686,6,107
1402,2020,1011480014,PS 334 The Anderson School,03M334,M334,Auditorium Cooling System,Public School,"100 West 77th Street 
New York, NY 10024",,,"$100,000",100000,40.78089,-73.97819,6,107
94,2014,1011490007,P.S. 087 William Sherman,02M087,M087,Auditorium Upgrade Project,Public School,160 West 78th Street,"* 300,000.00",300000,150000,150000,40.78196,-73.97764,6,107
549,2017,1011490007,P.S. 087 William Sherman,02M087,M087,Hydroponics Learning Infrastructure,Public School,160 West 78th Street,,,48000,48000,40.78196,-73.97764,6,107
1095,2019,1011490007,P.S. 087 William Sherman,02M087,M087,Technology Upgrades,Public School,"160 W. 78th Street New York, NY 10024",,,"$80,000",80000,40.78178,-73.97773,6,107
1351,2020,1011490007,P.S. 087 William Sherman,02M087,M087,Gymnasium Cooling System,Public School,"160 West 78th Street 
New York, NY 10024",,,"$100,000",100000,40.78178,-73.97773,6,107
573,2017,1011520029,P.S. 191 Museum Magnet School,03M191,M191,Classroom Technology Upgrade,Public School,210 West 61st Street,,,100000,100000,40.77193,-73.98733,6,107
1378,2020,1011520029,P.S. 191 Museum Magnet School,03M191,M191,Technology Upgrade,Public School,"210 West 61st Street 
New York, NY 10023",,,"$80,000",80000,40.77171,-73.9873,6,107
825,2018,1011520029,P.S. 452,03M452,M452,Classroom Technology Upgrades,Public School,"210 W 61st St,
New York, NY 10023",,,100000,100000,40.77193,-73.98733,6,107
1387,2020,1011520029,P.S. 452,03M452,M452,Yard Renovation,Public School,"210 West 61st Street 
New York, NY 10023",,,"$100,000",100000,40.77171,-73.9873,6,107
424,2016,1011540108,The Beacon School (Beacon High School),03M479,M479,Technology Upgrades,Public School,"227 W 61st St, New York, NY 10023",,,100000,100000,40.77201,-73.98748,6,107
641,2017,1011540108,West End Secondary School,03M291,M291,Classroom Technology Upgrade,Public School,227 West 61st Street,,,50000,50000,40.77201,-73.98748,6,107
902,2018,1011540108,West End Secondary School,03M291,M291,High School Technology and Media Center (TMC),Public School,"227 West 61st Street, New York, NY 10023",,,100000,100000,40.77201,-73.98748,6,107
1207,2019,1011540108,West End Secondary School,03M291,M291,Technology Upgrades,Public School,"227 West 61st Street New York, NY 10023",,,"$80,000",80000,40.77261,-73.98833,6,107
1459,2020,1011540108,West End Secondary School,03M291,M291,Technology Upgrade,Public School,"227 West 61st Street 
New York, NY 10023",,,"$70,000",70000,40.77261,-73.98833,6,107
408,2016,1011540164,Samuel N. Bennerson Playground,,,Playground Renovation,Park,"W. 64 St., bet. Amsterdam Ave. and West
End Ave. Manhattan",,,325000,325000,40.7737,-73.98699,6,107
169,2015,1011560030,"Fiorello H. LaGuardia High School of Music & Art and Performing
Arts",03M485,M485,LaGuardia Exterior Renovations,Public School,"100 Amsterdam Avenue, New York, NY
10023",,,"$250,000",250000,40.77363,-73.98527,6,107
297,2016,1011560030,"Fiorello H. LaGuardia High School of Music & Art and Performing
Arts",03M485,M485,Technical Theater Renovation,Public School,"100 Amsterdam Ave, New York, NY 10023",,,250000,250000,40.77363,-73.98527,6,107
699,2018,1011560030,"Fiorello H. LaGuardia High School of Music & Art and Performing
Arts",03M485,M485,Revamp of STEM Facilities,Public School,"100 Amsterdam Avenue, Manhattan, NY, 10023",,,100000,100000,40.77363,-73.98527,6,107
967,2019,1011560030,"Fiorello H. LaGuardia High School of Music & Art and Performing
Arts",03M485,M485,Theater Construction,Public School,"100 Amsterdam Avenue, Manhattan, NY, 10023",,,"$100,000",100000,40.77363,-73.98527,6,107
1096,2019,1011560030,P.S. 098 Shorac Kappock Elementary School,06M098,M098,Playground Renovation,Public School,"100 Amsterdam Avenue
New York, NY 10023",,,"$100,000",100000,40.77419,-73.98598,6,107
517,2017,1011570025,Manhattan Hunter Science High School,03M541,M541,Hydroponics Learning Infrastructure,Public School,122 Amsterdam Avenue,,,35000,35000,40.77435,-73.98475,6,107
754,2018,1011570025,Manhattan Hunter Science High School,03M541,M541,MLK Greenhouse,Public School,"MLK Campus 122 Amsterdam Avenue, New york,
NY 10023",,,150000,150000,40.77435,-73.98475,6,107
1023,2019,1011570025,Manhattan Hunter Science High School,03M541,M541,Hydroponics Room,Public School,"122 Amsterdam Ave. New York, NY 10023",,,"$150,000",150000,40.77489,-73.98564,6,107
1024,2019,1011570025,Manhattan Hunter Science High School,03M541,M541,MLK Campus Outdoor Terrace Renovation,Public School,"122 Amsterdam Avenue, Manhattan, NY, 10023",,,$0,0,40.77489,-73.98564,6,107
239,2015,1011570025,Special Music School High School,03M859,M859,Installation of Sound Rooms,Public School,"122 Amsterdam Avenue, New York, NY
10023",,,"$50,000",50000,40.77435,-73.98475,6,107
608,2017,1011570025,Special Music School High School,03M859,M859,Classroom Technology Upgrade,Public School,122 Amsterdam Avenue,,,100000,100000,40.77435,-73.98475,6,107
858,2018,1011570025,Special Music School High School,03M859,M859,SMS Learning Environment/Lighting Upgrade,Public School,"122 Amsterdam Avenue, New York, NY 10023",,,280000,280000,40.77435,-73.98475,6,107
1158,2019,1011570025,Special Music School High School,03M859,M859,Light Fixtures,Public School,"122 Amsterdam Avenue New York, NY 10023",,,"$150,000",150000,40.77489,-73.98564,6,107
622,2017,1011570025,"The Maxine Greene High School for Arts, Imagination and Inquiry",03M299,M299,Maxine Green Guidance and Pupil Personnel Revamp,Public School,122 Amsterdam Avenue,,,200000,200000,40.77435,-73.98475,6,107
1432,2020,1011570025,"The Maxine Greene High School for Arts, Imagination and Inquiry",03M299,M299,Main Lobby/Entrance Renovation,Public School,"122 Amsterdam Avenue New York, NY 10023",,,"$75,000",75000,40.77489,-73.98564,6,107
757,2018,1011580040,Matthew P. Sapolin Park,,,Playground Renovations,Park,"270 West 70th Street, New York, NY 10023",,,50000,50000,40.77806,-73.98445,6,107
101,2014,1011580040,PS 199 - Jesse Isidor Strauss School,02M199,M199,Rooftop Greenhouse Science Center Project,Public School,270 West 70th Street,"$1,100,000.00",1100000,250000,250000,40.77806,-73.98445,6,107
230,2015,1011580040,PS 199 - Jesse Isidor Strauss School,02M199,M199,Greenroof Project,Public School,"270 W 70th Street, New York, NY 10023",,,"$50,000",50000,40.77806,-73.98445,6,107
398,2016,1011580040,PS 199 - Jesse Isidor Strauss School,02M199,M199,Greenhouse,Public School,"270 W 70th St, New York, NY 10023",,,150000,150000,40.77806,-73.98445,6,107
595,2017,1011580040,PS 199 - Jesse Isidor Strauss School,02M199,M199,Science Center,Public School,270 West 70th Street,,,91000,91000,40.77806,-73.98445,6,107
839,2018,1011580040,PS 199 - Jesse Isidor Strauss School,02M199,M199,PS 199 Playground Renovations (Matthew P. Sapolin Park)  (PTA),Public School,"270 West 70th Street, New York, New York, 10023",,,50000,50000,40.77806,-73.98445,6,107
1401,2020,1011580040,PS 199 - Jesse Isidor Strauss School,02M199,M199,Technology Upgrade,Public School,"270 West 70th Street 
New York, NY 10023",,,"$75,000",75000,40.77776,-73.98474,6,107
1189,2019,1011587501,Theater of Light Inc.,,,LIGHTSUP/FADETOBLACK,Cultural Organization,"160 West End Ave Apt 21B New York, New York",,,"$2,000.00",2000,40.77613,-73.98492,6,107
418,2016,1011710063,Studio Museum in Harlem,,,New Building Project,Cultural Organization,75 West End Avenue,,,400000,400000,40.77422,-73.98924,6,107
1143,2019,1011840028,Riverside Park Skate Park,,,Skate Park Renovation,Park,"Riverside Drive & 108th Street New York, NY 10025",,,"$500,000",500000,40.78079,-73.98514,6,107
1409,2020,1011960046,Riverside Park,,,83rd Street Stair Renovations,Park,"West 83rd Street New York, NY 10024",,,"$250,000",250000,40.78367,-73.97205,6,107
513,2017,1012050006,M.S. M247 Dual Language Middle School,03M247,M247,Classroom Technology Upgrade,Public School,"32 West 92nd Street, Rm. 319",,,100000,100000,40.78953,-73.96757,6,107
748,2018,1012050006,M.S. M247 Dual Language Middle School,03M247,M247,Library Upgrade,Public School,"32 W. 92nd Street, Room 319, New
York, NY 10025",,,75000,75000,40.78953,-73.96757,6,107
93,2014,1012050006,P.S. 084 Lillian Weber School of the Arts,03M084,M084,Green Roof/Rooftop Garden,Public School,32 West 92nd Street,"* 500,000.00",500000,200000,200000,40.78953,-73.96757,6,107
365,2016,1012050006,P.S. 084 Lillian Weber School of the Arts,03M084,M084,Roof Renovation,Public School,"32 W 92nd St, New York, NY 10025",,,100000,100000,40.78953,-73.96757,6,107
548,2017,1012050006,P.S. 084 Lillian Weber School of the Arts,03M084,M084,Roof Repair and Courtyard STEM Space,Public School,32 West 92nd Street,,,150000,150000,40.78953,-73.96757,6,107
793,2018,1012050006,P.S. 084 Lillian Weber School of the Arts,03M084,M084,"Roof Repair and Courtyard STEAM
Space",Public School,"32 West 92nd Street, New York,
NY 10025",,,150000,150000,40.78953,-73.96757,6,107
1350,2020,1012050006,P.S. 084 Lillian Weber School of the Arts,03M084,M084,Technology Upgrade,Public School,"32 West 92 Street 
New York, NY 10025",,,"$75,000",75000,40.78938,-73.9681,6,107
49,2014,1012090024,Friends of West 95th Street,,,West 95th Street Lampost Replacement,City Facility,"c/o David Lopez, 17 West 95th Street, Apt 1","* 52,000",52000,52000,52000,40.79146,-73.96594,6,107
1296,2020,1012140029,M.S. 243 Center School,03M243,M243,Technology Upgrade,Public School,"100 West 84th Street 
Room 310 
New York, NY 10024",,,"$75,000",75000,40.7851,-73.97386,6,107
361,2016,1012140029,P.S. 009 Sarah Anderson,03M009,M009,Technology Upgrades,Public School,"100 W 84th St, New York, NY 10024",,,100000,100000,40.78529,-73.97343,6,107
539,2017,1012140029,P.S. 009 Sarah Anderson,03M009,M009,Infrastructure Renovation,Public School,100 West 84th Street,,,290000,290000,40.78529,-73.97343,6,107
783,2018,1012140029,P.S. 009 Sarah Anderson,03M009,M009,Library Renovations,Public School,"100 West 84th Street, New York, NY 10024",,,200000,200000,40.78529,-73.97343,6,107
1081,2019,1012140029,P.S. 009 Sarah Anderson,03M009,M009,Auditorium Chairs,Public School,"100 West 84th St. New York, NY 10024",,,"$100,000",100000,40.7851,-73.97386,6,107
91,2014,1012140029,P.S. 009 Sarah Anderson & M.S. 243 Center School,03M009 / 03M243,M009 / M243,Auditorium Upgrade Project,Public School,100 West 84th Street,"* 257,500.00",257500,125000,125000,40.78529,-73.97343,6,107
213,2015,1012140029,P.S. 009 Sarah Anderson & M.S. 243 Center School,03M009 / 03M243,M009 / M243,PA System Upgrade,Public School,"100 West 84th Street, New York, NY 10024",,,"$50,000",50000,40.78529,-73.97343,6,107
1290,2020,1012150001,Louis D. Brandeis High School / The Global Learning Collaborative School,03M470 / 03M403,M470 / M403,Enhanced Cafeteria,Public School,"145 West 84th Street 
New York, NY 10024",,,"$250,000",250000,40.78595,-73.97401,6,107
1428,2020,1012150001,The Global Learning Collaborative,03M403,M403,Technology Upgrade,Public School,"145 West 84th Street 
New York, NY 10024",,,"$75,000",75000,40.78595,-73.97401,6,107
619,2017,1012150001,The Global Learning Collaborative School,03M403,M403,Classroom Technology Upgrade,Public School,145 West 84th Street,,,100000,100000,40.7858,-73.97461,6,107
875,2018,1012150001,The Global Learning Collaborative School,03M403,M403,Manhattan  STEM Initiative with A+ STEM Labs Inc.,Public School,"145 West 84th Street, New York, NY 10024",,,100000,100000,40.7858,-73.97461,6,107
443,2016,1012150001,The Urban Assembly School for Green Careers,03M402,M402,Technology Upgrades,Public School,"145 W 84th St, New York, NY 10024",,,100000,100000,40.7858,-73.97461,6,107
891,2018,1012150001,The Urban Assembly School for Green Careers,03M402,M402,Building Science Lab renovation,Public School,"145 West 84th Street, New York, NY 10024",,,200000,200000,40.7858,-73.97461,6,107
221,2015,1012190047,P.S. 166 The Richard Rodgers School of the Arts and Technology,03M166,M166,Purchase of SMART Boards,Public School,"132 West 89th Street, New York, NY 10024",,,"$50,000",50000,40.78887,-73.97185,6,107
564,2017,1012190047,P.S. 166 The Richard Rodgers School of the Arts and Technology,03M166,M166,Auditorium Renovation,Public School,132 W. 89th Street,,,100000,100000,40.78887,-73.97185,6,107
809,2018,1012190047,P.S. 166 The Richard Rodgers School of the Arts and Technology,03M166,M166,Library Renovation,Public School,"132 West 89th Street, New York, NY,10024",,,208000,208000,40.78887,-73.97185,6,107
1106,2019,1012190047,P.S. 166 The Richard Rodgers School of the Arts and Technology,03M166,M166,Technology Upgrades,Public School,"132 West 89th St. New York, NY 10024",,,"$80,000",80000,40.78895,-73.97252,6,107
1371,2020,1012190047,P.S. 166 The Richard Rodgers School of the Arts and Technology,03M166,M166,Technology Upgrade,Public School,"132 West 89th Street  New York, NY 10024",,,"$75,000",75000,40.78895,-73.97252,6,107
10,2014,1012200107,"Ballet Hispanico of New York, Inc.",,,Carriage House Renovation Project,Cultural Organization,167 West 89th Street,"* 229,194.00",229194,230000,230000,40.78917,-73.97253,6,107
653,2018,1012200107,"Ballet Hispanico of New York, Inc.",,,Fire prevention/suppressio n System,Cultural Organization,167 West 89th Street,,,100000,100000,40.78917,-73.97253,6,107
1011,2019,1012230005,Lafayette Academy,03M256,M256,Technology Upgrades,Public School,"154 W. 93rd Street New York, NY 10017",,,"$100,000",100000,40.79147,-73.97085,6,107
510,2017,1012230005,M.S. 256 - Academic and Athletic Excellence School,03M256,M256,Classroom Technology Upgrade,Public School,154 West 93rd Street,,,100000,100000,40.79173,-73.97085,6,107
65,2014,1012230005,M.S. 258 Community Action School,03M258,M258,Buildingwide Sound System/PA Upgrade Project,Public School,"154 W 93rd St, New York, NY 10025","$80,000.00",80000,80000,80000,40.79173,-73.97085,6,107
337,2016,1012230005,M.S. 258 Community Action School,03M258,M258,Technology Upgrades,Public School,"154 W 93rd St, New York, NY 10025",,,100000,100000,40.79173,-73.97085,6,107
511,2017,1012230005,M.S. 258 Community Action School,03M258,M258,Art Room Renovation,Public School,154 West 93rd Street,,,100000,100000,40.79173,-73.97085,6,107
1018,2019,1012230005,M.S. 258 Community Action School,03M258,M258,Technology Upgrades,Public School,"154 W. 93rd Street New York, NY 10025",,,"$100,000",100000,40.79147,-73.97085,6,107
1298,2020,1012230005,M.S. 258 Community Action School,03M258,M258,Technology Upgrade,Public School,"154 West 93 Street 
New York, NY 10025",,,"$75,000",75000,40.79147,-73.97085,6,107
580,2017,1012230005,P.S. 333 Manhattan School for Children,03M333,M333,Auditorium Lighting,Public School,154 West 93 Street,,,170000,170000,40.79173,-73.97085,6,107
823,2018,1012230005,P.S. 333 Manhattan School for Children (Friends of),03M333,M333,"Replace Rigging, stage curtain, fire curtain and replace planking on
stage floor in Auditorium",Public School,"154 West 93 Street New York, NY 10025",,,200000,200000,40.79173,-73.97085,6,107
1460,2020,1012240058,"West Side Federation for Senior and Supportive Housing, Inc.",,,Independence House Renovation,Housing,"176 West 94th Street New York, NY 10025",,,"$250,000",250000,40.79242,-73.97098,6,107
954,2019,1012250029,"Dance Parade, Inc.",,,The 13th Annual Dance Parade and Festival,Cultural Organization,"700 Columbus Avenue, STE 7E New York, NY",,,"$2,000.00",2000,40.79199,-73.9686,6,107
830,2018,1012300001,P.S. M811 - Mickey Mantle School,75M811,M811,Playground completion project,Public School,"34 West 188th Street, New York, NY, 10026",,,250000,250000,40.78639,-73.97945,6,107
1395,2020,1012300001,P.S. M811 - Mickey Mantle School,75M811,M811,Technology Upgrade,Public School,"466 West End Avenue 
New York, NY10024",,,"$100,000",100000,40.78632,-73.97926,6,107
1242,2020,1012300038,"Children's Museum of Manhattan Grwth Through Art and Museum Experience, Inc.",,,New Museum Project,Cultural Organization,"212 West 83rd Street New York, NY 10024",,,"$200,000",200000,40.78588,-73.97726,6,107
1210,2019,1012400001,"White Knuckles Productions, Inc., DBA Hudson Warehouse",,,Hudson Warehouse 2019 Season,Cultural Organization,"666 West End Avenue, Apt 2J New York City, New York",,,"$2,000.00",2000,40.79272,-73.97435,6,107
140,2014,1012420055,"The Symphony Space, Inc.",,,Theatre Renovation Project,Cultural Organization,2537 Broadway,"* 906,583.00",906583,450000,450000,40.79384,-73.97239,6,107
631,2017,1012420055,"The Symphony Space, Inc.",,,Symphony Space Renovation,Cultural Organization,"2537 Broadway, New York, NY 10025",,,50000,50000,40.79384,-73.97239,6,107
886,2018,1012420055,"The Symphony Space, Inc.",,,Symphony Space Renovation,Cultural Organization,"2537 Broadway,
10025",,,100000,100000,40.79384,-73.97239,6,107
1184,2019,1012420055,"The Symphony Space, Inc.",,,Symphony Space 360,Cultural Organization,"2537 Broadway New York, NY 10025",,,"$50,000",50000,40.7939,-73.97289,6,107
1183,2019,1012420055,"The Symphony Space, Inc.",,,Symphony Space 360,Cultural Organization,"2537 Broadway New York, NY 10025",,,"$50,000",50000,40.7939,-73.97289,6,107
1439,2020,1012420055,"The Symphony Space, Inc.",,,360 Renovation,Cultural Organization,"2537 Broadway New York, NY 10025",,,"$100,000",100000,40.7939,-73.97289,6,107
43,2014,1012530065,Emily Dickinson School,03M075,M075,Smart Board Project,Public School,735 West End Avenue,"* 151,600.00",151600,152000,152000,40.79516,-73.97329,6,107
509,2017,1012530065,M.S. 250 West Side Collaborative Middle School,03M250,M250,Classroom Technology Upgrade,Public School,735 West End Avenue,,,100000,100000,40.79516,-73.97329,6,107
1297,2020,1012530065,M.S. 250 West Side Collaborative Middle School,03M250,M250,Technology Upgrade,Public School,"735 West End Ave 
New York, NY 10025",,,"$75,000",75000,40.79526,-73.97398,6,107
827,2018,1012530065,P.S. 75 The Emily Dickinson School,03M075,M075,"Renovation of unfinished storage area into usable school
space",Public School,"735 West End Avenue, New York, NY 10025",,,200000,200000,40.79516,-73.97329,6,107
1123,2019,1012530065,P.S. 75 The Emily Dickinson School,03M075,M075,Techology Upgrades,Public School,"735 West End Ave. New York, NY 10025",,,"$80,000",80000,40.79526,-73.97398,6,107
1070,2019,1012570001,NYPL Schwarzman Bldg 5th Av & 42nd St,,,Manhattan Technology,Library,,,,"$250,000",250000,40.753,-73.9818,4,105
626,2017,1012570001,The New York Public Library,,,Chatham Square Library Mechanical Upgrade,Library,"President's Office Stephen A. Schwarzman Building,  476 Fifth Avenue",,,200000,200000,40.753,-73.9818,4,105
627,2017,1012570001,The New York Public Library,,,Muhlenberg Library Mechanical Upgrade,Library,"President's Office Stephen A. Schwarzman Building,  476 Fifth Avenue",,,200000,200000,40.753,-73.9818,4,105
628,2017,1012570001,The New York Public Library,,,Macomb's Bridge Library New Branch,Library,"President's Office Stephen A. Schwarzman Building,  476 Fifth Avenue",,,500000,500000,40.753,-73.9818,4,105
269,2016,1012590014,"Association of the Bar of the City of New York Fund, Inc",,,Purchase of Phone System,College,42 West 44th Street,,,51000,51000,40.75538,-73.98137,4,105
431,2016,1012590048,The General Society of Mechanics and Tradesmen of the City of New York,,,Library Skylight & Roof Replacement,Social Services Organization,20 West 44th Street,,,400000,400000,40.75516,-73.98085,4,105
874,2018,1012590048,The General Society of Mechanics and Tradesmen of the City of New York,,,Library Skylight and Roof Restoration,Social Services Organization,"20 West 44th
Street 10035",,,200000,200000,40.75516,-73.98085,4,105
1257,2020,1012640005,"FDNY Foundation, Inc.",,,FDNY FireZone Technology,Social Services Organization,"61 West 48th Street New York, NY 10020",,,"$200,000",200000,40.75873,-73.98059,4,105
247,2015,1012680021,The Paley Center for Media,,,Paley Digitization System,Cultural Organization,"25 W 52nd Street, New York, NY 10019",,,"$80,000",80000,40.76045,-73.97783,4,105
295,2016,1013167501,FedCap Rehabilitation Services,,,Equipment Upgrade,Social Services Organization,210 East 43rd Street,,,58000,58000,40.75122,-73.97347,4,106
593,2017,1013190011,"Project Renewal, Inc.",,,New Providence Backup Generator,Social Services Organization,"225 East 45th Street, New York NY 10017",,,75000,75000,40.7524,-73.97232,4,106
647,2018,1013300013,Art and Design High School,02M630,M630,Classroom Technology Upgrade,Public School,"231-249 E 56
Street, New York, NY 10022",,,100000,100000,40.75924,-73.9672,4,106
1093,2019,1013300013,P.S. 059 Beekman Hill International,02M059,M059,Green Roof,Public School,"233 East 56th Street New York, NY 10022",,,"$65,000",65000,40.75927,-73.96633,4,106
157,2015,1013300015,Art and Design High School,02M630,M630,Purchase of computer carts,Public School,"245 E 56th Street, New York, NY 10022",,,"$50,000",50000,40.75915,-73.96698,4,106
461,2017,1013300015,Art and Design High School,02M630,M630,Classroom Technology Upgrade,Public School,245 East 56th Street,,,100000,100000,40.75915,-73.96698,4,106
731,2018,1013400016,"Japan Society, Inc.",,,HVAC Project,Cultural Organization,"333 East 47th
Street, 10017",,,100000,100000,40.75265,-73.96905,4,106
1001,2019,1013400016,"Japan Society, Inc.",,,HVAC Replacement Phase 2: Air Handlers,Cultural Organization,"333 East 47th Street New York, NY 10017",,,"$50,000",50000,40.75256,-73.96825,4,106
1002,2019,1013400016,"Japan Society, Inc.",,,HVAC Replacement Phase 2: Air Handlers,Cultural Organization,"333 East 47th Street New York, NY 10017",,,"$50,000",50000,40.75256,-73.96825,4,106
17,2014,1013480023,Catholic Charities Archdiocese of New York,,,Kennedy Center Renovation Project,Park,1011 First Avenue,"* 225,000.00",225000,0,0,40.75727,-73.96369,5,106
300,2016,1013730001,"Four Freedoms Park Conservancy, Inc.",,,Lighting Improvements,Park,1 FDR Four Freedoms Park,,,50000,50000,40.75133,-73.95983,5,108
